id,name,province,city,district,address,phone,geo_lat,geo_lng,google_map_id,gaode_map_id,place_id,map_type
127,大连阳光医院,辽宁省,大连市,西岗区,拥警街4号,0411-84320952;0411-84317000,121.601663,38.906928,ChIJE8yazEZgjzURPqaqv12kLGw,B019B0AP0W,B019B0AP0W,gaode
128,大同新时代妇科医院,山西省,大同市,城区,新建北路307号,0352-2433999;13643425078,113.289268,40.110769,ChIJoch7sJ3U4jUR7JC6bCMsi84,B016000K01,B016000K01,gaode
129,戴南人民医院,江苏省,泰州市,兴化市,戴南镇新泽路6号,0523-80951399,120.137431,32.727819,ChIJhzzTr44qtzURK7-R08A4jFw,B020B0ODFX,B020B0ODFX,gaode
130,德阳耳鼻喉专科医院,四川省,德阳市,旌阳区,泰山北路58号二段,0838-2203298;0838-3028888,104.394748,31.135012,ChIJW0Xgs53J8TYRGKWogu6UzIg,B034601N70,B034601N70,gaode
131,德阳新华西医院,四川省,德阳市,旌阳区,,0838-2221699,104.381927,31.125576,ChIJI7Dc_3zJ8TYRaKphQnSckSE,B034601QUJ,B034601QUJ,gaode
132,电白阳光医院,广东省,茂名市,电白区,水东镇水东镇三角圩广南路10号,0668-5121111;4000113120;0668-5700120,110.995598,21.531428,ChIJxfkdQVahrDYRX4LUO2S8phQ,B029C02RWT,B029C02RWT,gaode
133,东莞常平医院,广东省,东莞市,东莞市,常平镇常板石大道82号,0769-83912333;0769-83996766,114.017664,22.966875,ChIJodOG-m6CAzQRhdZbrltC4jA,B03017UWPS,B03017UWPS,gaode
134,东莞东方泌尿专科医院,广东省,东莞市,东莞市,东城中路与东纵大道交汇处(大地大厦对面),0769-27285999;0769-27285199,113.778713,23.040823,ChIJnZR_fEd1AzQR6jKyKqlpVbA,B03017V7ME,B03017V7ME,gaode
135,东莞港湾医院,广东省,东莞市,东莞市,长安镇沙头管理区358省道沙头牌坊,0769-87088999,113.768739,22.794197,ChIJZS9pnCuWAzQRkE58t-oc6UE,B03017WHZD,B03017WHZD,gaode
136,东莞玛丽亚妇产医院,广东省,东莞市,东莞市,莞太路(广彩城酒店旁),0769-22990165;0769-22993333,113.729291,22.999442,ChIJh03yaEOgAzQRsRgOrPR7UGo,B03017U5UL,B03017U5UL,gaode
137,东莞南国妇儿医院,广东省,东莞市,东莞市,东进路129号,0769-38899999,114.017633,22.912672,ChIJC9t5FpaDAzQRV0TiQwuSpq0,B03017W5N2,B03017W5N2,gaode
138,东莞南华妇科医院,广东省,东莞市,东莞市,大朗富民北路163号,4006150120;0769-82226999,113.9134,22.960087,ChIJa-cLOASdAzQRbFAaYuZLlao,B03018IOXP,B03018IOXP,gaode
139,东莞曙光妇科医院,广东省,东莞市,东莞市,临海南路与金丰路交汇处东北50米,0769-81563888,113.626445,22.846032,ChIJN5-B4yO7AzQREuAaHXg55uo,B03018MM76,B03018MM76,gaode
140,东莞塘厦康桥综合门诊部,广东省,东莞市,东莞市,东莞市塘厦镇沿河东路,+86 769 8685 3777,114.104533,22.81202,ChIJJ4LWR7aHAzQRcB2_uQlVe14,,ChIJJ4LWR7aHAzQRcB2_uQlVe14,google
141,东莞同仁妇科医院,广东省,东莞市,东莞市,大岭山镇振华路51号(与教育路交汇处),0769-81586666,113.844011,22.905067,ChIJYaoq3CqZAzQRJJyHJDufUjM,B0FFF3B78M,B0FFF3B78M,gaode
142,东莞同仁妇科医院,广东省,东莞市,东莞市,大岭山镇振华路51号(与教育路交汇处),0769-81586666,113.844011,22.905067,ChIJyyczAEWZAzQRS2znRtMZIqE,B0FFF3B78M,B0FFF3B78M,gaode
143,东莞万福妇产医院,广东省,东莞市,东莞市,虎门长德路180号,0769-82887999;4000361120,113.695461,22.814334,ChIJ0ekCmvO8AzQRDAQ7ZWDP3Ws,B03017UNGF,B03017UNGF,gaode
144,东莞现代妇科医院,广东省,东莞市,东莞市,环城东路桑园路段圃园路口,0769-22011111;0769-22013188,113.800729,23.059268,ChIJ8WM-lwJ1AzQR5vxtZzN7se0,B03017V6GR,B03017V6GR,gaode
145,东莞现代妇科医院,广东省,东莞市,东莞市,环城东路桑园路段圃园路口,0769-22011111;0769-22013188,113.800729,23.059268,ChIJ8WM-lwJ1AzQR5vxtZzN7se0,B03017V6GR,B03017V6GR,gaode
146,东莞长安乌沙医院,广东省,东莞市,东莞市,长安镇乌沙社区李屋大道乌沙派出所旁,0769-85538120;0769-85328288,113.782304,22.794032,ChIJnXJZtzSWAzQRF1_5lTBkb-k,B030105GTF,B030105GTF,gaode
147,东营同济医院,山东省,东营市,东营区,北二路785号,0546-5096666;0546-7080998,118.495747,37.473153,ChIJp2vpsY1P6zUR8H4MdnbR3I0,B022201QIR,B022201QIR,gaode
148,东营中西医结合医院,山东省,东营市,东营区,北二路717号胜利油田党校东邻,0546-8236738;0546-8237738,118.513011,37.473756,ChIJFdMI-sBP6zUR-KpXXm4JDqM,B022200B54,B022200B54,gaode
149,鄂尔多斯市女子妇产医院,内蒙古自治区,鄂尔多斯市,东胜区,铁西公园往南300米玺建祥集团对面,0477-8356999,109.965767,39.810716,ChIJU5HEYNlqDjYRuIa9KsPzGNA,B01DD14M20,B01DD14M20,gaode
150,鄂尔多斯同仁医院,内蒙古自治区,鄂尔多斯市,东胜区,宝日陶亥东街(伊克昭公园往东200米),0477-8351999,110.018608,39.820007,ChIJRQPGcmtqDjYRF6UXCPPjjRM,B0FFFOHBBI,B0FFFOHBBI,gaode
151,佛山都市专科医院,广东省,佛山市,禅城区,文昌西路13号(火车站西侧),0757-82829999;4000138120,113.102788,23.048715,ChIJdcH2Uk5ZAjQRDBFKNAdFa_Q,B0FFF3LMDN,B0FFF3LMDN,gaode
152,佛山肛泰肛肠医院,广东省,佛山市,禅城区,文华北路151号(桂园市场斜对面),0757-86118611;0757-86116222,113.128153,23.030789,ChIJO0zb_NhbAjQRjpFqyzKbLBE,B02F50UWWD,B02F50UWWD,gaode
153,佛山均安仓门社区卫生站,广东省,佛山市,顺德区,仓门常平路商业街50号,0757-25512777,113.159535,22.696168,ChIJR9yQmLs5AjQRfSmSasWrpq4,B02F508MPJ,B02F508MPJ,gaode
154,佛山三水区女子医院,广东省,佛山市,顺德区,"西南广海大道西1号一, 二, 四, 5楼",+86 632 10071,112.897,23.1561,ChIJSXM9gP2JAjQRF2UmjNjn5Q8,,ChIJSXM9gP2JAjQRF2UmjNjn5Q8,google
155,涪陵博生和美妇产医院,重庆市,重庆市,涪陵区,滨江路锦天名都外滩1号,023-62501542;023-72272060,107.396231,29.710628,,B001786W5V,B001786W5V,gaode
156,涪陵三峡医院,重庆市,重庆市,涪陵区,太极大道2号(四环路口),023-72243333;023-72225108,107.400091,29.6944,ChIJtU0BypGskzYReJ-KAIJKTTM,B00170HYRL,B00170HYRL,gaode
157,福安爱婴美妇产医院,福建省,宁德市,福安市,新华北路53号(福安人民法院旁边),0593-8999999;0593-6765888,119.643394,27.097839,ChIJXdRWGvzCRjQRr5ISzYHMokQ,B0FFFVDWHW,B0FFFVDWHW,gaode
158,福安协和医院,福建省,宁德市,福安市,"棠发路, 棠旺街, 福安市, 宁德市",+86 593 638 3533,119.658634,27.086615,ChIJp9XtUqzDRjQRd0JP57pSPZs,,ChIJp9XtUqzDRjQRd0JP57pSPZs,google
159,福鼎同济生殖专科医院,福建省,宁德市,福鼎市,富民山庄A幢1号,0593-7966120,120.21775,27.306345,ChIJ0XLpRA8rRDQRiozwzv6YM_A,B025101WJ8,B025101WJ8,gaode
160,福建省军区机关医院,福建省,福州市,鼓楼区,五凤街道白龙支路18号,,119.27571,26.101946,ChIJxbKIrNVQQDQRK1SP13s5H1g,B024F0U9I1,B024F0U9I1,gaode
162,福清阳光医院,福建省,福州市,福清市,玉屏街道田乾路46号,0591-85878966,119.386795,25.720968,ChIJveUCkG4zQDQRmaLKv2EUxT0,B024F01173,B024F01173,gaode
163,福清中山医院,福建省,福州市,福清市,江滨路与西门街交叉口东北100米,0591-85283066,119.373835,25.719009,ChIJR1h8GHUzQDQRPwS9I-rZ_Zg,B024F05BKL,B024F05BKL,gaode
164,福州博爱中医院,福建省,福州市,晋安区,福马路424号(省肿瘤医院往五里亭方向100米),4001109696,119.33997,26.07509,ChIJm5Lnzu5TQDQR-flQrgwJu_4,B0FFGMKI2K,B0FFGMKI2K,gaode
165,福州东南妇幼医院,福建省,福州市,台江区,光明路1号,0591-83827951;0591-22969999,119.33988,26.055394,ChIJeb5R_s5TQDQRpNWR6F656m4,B024F05ME2,B024F05ME2,gaode
166,福州福兴妇产医院,福建省,福州市,晋安区,福马路480号,0591-88055555;0591-88055116,119.353591,26.072434,ChIJ6UHA8JNTQDQROJi7zkRr7N4,B024F04173,B024F04173,gaode
167,福州肛泰肛肠医院,福建省,福州市,仓山区,则徐大道318号,0591-88820000;0591-88032199,119.330718,26.030025,ChIJ6eETjCFSQDQRUxC-p_ALt0E,B024F05UYY,B024F05UYY,gaode
168,福州格莱美美容医院,福建省,福州市,鼓楼区,"东大路6号(省立医院对面,五四路口站)",0591-87622222;4000519166,119.308872,26.087119,ChIJsxQxXE9RQDQRShDCbnneZoc,B0FFFGX8JE,B0FFFGX8JE,gaode
169,福州鼓楼医院,福建省,福州市,鼓楼区,五一北路123号(鼓楼交警支队旁),0591-87619721;0591-87677120;4008990333,119.310443,26.08053,ChIJBxDSgkNRQDQRMiTTJZ1GnM4,B024F032EG,B024F032EG,gaode
170,福州和睦佳妇产医院,福建省,福州市,仓山区,三高路113号,0591-87458888;4000005993;0591-38120000,119.327956,26.03589,ChIJzxjI-iZSQDQRsNtja22RXTE,B024F0U127,B024F0U127,gaode
171,福州和平肛肠医院,福建省,福州市,晋安区,东门塔头路68号,0591-88359999;4006668598,119.319766,26.088961,ChIJmc8esVZRQDQR4LtsERdngk4,B024F00535,B024F00535,gaode
172,福州晋安中科皮肤门诊部,福建省,福州市,晋安区,前横南路中段2号(前屿东路),0591-88355555,119.348617,26.069007,ChIJP91mNJVTQDQRisvlMXMBxYc,B024F0XOJ3,B024F0XOJ3,gaode
173,福州空军医院,福建省,福州市,仓山区,洪山桥郭厝里90号,,119.246924,26.072863,ChIJdRJMuX1QQDQR9NWVqP2PwSA,B0FFFFDN3D,B0FFFFDN3D,gaode
174,福州美莱华美美容医院,福建省,福州市,晋安区,岳峰镇塔头路177号,0591-22966666,119.32196,26.089027,ChIJafrEgFZRQDQRXHs1yFGISwI,B024F0TV56,B024F0TV56,gaode
175,福州泌尿专科医院,福建省,福州市,鼓楼区,湖东路155号,0591-88180000,119.302189,26.092547,ChIJSzUd4UlRQDQR6b2AZzGHP-I,B024F04W27,B024F04W27,gaode
177,福州市阳光门诊部,福建省,福州市,马尾区,琅岐镇政府附近,0591-83907888,119.582154,26.085129,,B024F0622Z,B024F0622Z,gaode
178,福州台江医院,福建省,福州市,台江区,五一南路293号,0591-83268888;0591-87453766;4000591266,119.314421,26.05644,ChIJC9DYqc9TQDQRTRukwaqnNdk,B024F0TSXF,B024F0TSXF,gaode
179,福州武警整形医院,福建省,福州市,鼓楼区,北环西路159号,0591-38102999,119.290473,26.104854,ChIJBWv9YNJWQDQRHl3b-JMvWCQ,B024F0ZC9N,B024F0ZC9N,gaode
180,福州现代妇产医院,福建省,福州市,鼓楼区,北环西路66号,0591-88211111;0591-88501660,119.295,26.108603,ChIJh4MP3c5WQDQRx6dDt58swMA,B024F05NZE,B024F05NZE,gaode
181,福州誉盛医院,福建省,福州市,晋安区,福光路102-114号,0591-83968111;0591-88056666,119.359351,26.073061,ChIJhR9UfJBTQDQR7g6lUoof3Ac,B024F05YTA,B024F05YTA,gaode
182,福州总医院第二附属医院,福建省,宁德市,蕉城区,宁德市蕉城区蕉城南路,+86 593 716 5582,119.539814,26.638698,ChIJcfrlgY4lQTQR-x_ZnFIz1GM,,ChIJcfrlgY4lQTQR-x_ZnFIz1GM,google
183,福州左海医院,福建省,福州市,鼓楼区,铜盘路21-3号,0591-87836222;0591-87836111,119.28812,26.100819,ChIJB6-SPS1RQDQRptql6Z2BLeQ,B024F00797,B024F00797,gaode
184,富源阳光医院,云南省,曲靖市,富源县,胜境街276号附近,,104.255297,25.658858,ChIJY2PbPfEAxTYR71cI-188kVE,B0FFGB08GS,B0FFGB08GS,gaode
185,赣南妇婴医院,江西省,赣州市,章贡区,五洲大道14号,0797-8158888,114.960342,25.824323,,B0FFG3XYXL,B0FFG3XYXL,gaode
186,赣南中西医结合医院,江西省,赣州市,章贡区,赞贤路6号,0797-2189999;0797-8400120,114.939685,25.83393,ChIJM-V9n5pXGDQRxVv3OyBs6yI,B031D0QVHT,B031D0QVHT,gaode
187,赣州现代泌尿专科医院,江西省,赣州市,章贡区,站前大道(火车站北侧20米),0797-8189595;0797-8183588,114.962698,25.821414,ChIJbadflnJXGDQRVjdtCO_Tcpo,B031D02I21,B031D02I21,gaode
188,公主岭市公安创作医院,吉林省,四平市,公主岭市,四平市公主岭市河南大街,,124.831212,43.50391,ChIJA0cofvOkOV4RQi7PzVSW2iM,,ChIJA0cofvOkOV4RQi7PzVSW2iM,google
189,巩义阳光医院,河南省,郑州市,巩义市,新华路2号,0371-64399120,112.983876,34.739833,ChIJUWDJnNvq1zURNdrNQMYGDE0,B0173077IF,B0173077IF,gaode
190,广东民安医院,广东省,广州市,越秀区,犀牛路7号,020-62823999;020-87777120,113.296954,23.132964,ChIJz4Q1MS__AjQReM3vzBv_dAM,B00140BZH9,B00140BZH9,gaode
191,广西壮族自治区南宁市中南医院,广西壮族自治区,南宁市,青秀区,茅桥路3,,108.362741,22.833914,ChIJ22lvF7vuszYR6svTPPuvWk4,B030300391,B030300391,gaode
192,广州艾玛妇产医院,广东省,广州市,增城区,广深大道东111号,020-82885555,113.631525,23.120275,ChIJ-UZf9i8JAzQRgFfdksaZQWQ,B00141JD6N,B00141JD6N,gaode
193,广州东大肛肠医院,广东省,广州市,越秀区,德政中路356号,020-83852666;020-62622222;4006355120,113.275515,23.125575,ChIJc8V4q8j4AjQRxqUj5clNCa8,B00140UOFL,B00140UOFL,gaode
194,广州东方俪人医院,广东省,广州市,番禺区,市桥环城中路85号,020-84888565,113.367238,22.940099,,B0FFGVNHJO,B0FFGVNHJO,gaode
195,广州番禺玛莉亚肛肠医院,广东省,广州市,番禺区,广州市番禺区市广路316号,+86 20 3999 5888,113.354932,22.958983,ChIJYwNyBhlTAjQRptIaQyTKR7c,,ChIJYwNyBhlTAjQRptIaQyTKR7c,google
196,广州花都人爱医院,广东省,广州市,花都区,建设北路138号,020-86967333;020-86884666,113.205946,23.397147,ChIJ_-1oERfmAjQRq-3X4foACqY,B00140U8K1,B00140U8K1,gaode
197,广州华美整形美容医院,广东省,广州市,天河区,黄埔大道西493号,020-61999999;020-85513666;4006260666,113.342216,23.126852,ChIJ97iJH6z_AjQRA_IypyjYuaM,B00140T3XO,B00140T3XO,gaode
198,广州华侨医院分院济慈康复医院,广东省,广州市,增城区,水南大道一路1号,020-32282333;020-32281595,113.55528,23.104056,ChIJUwd6_jMGAzQR78aBH-DFMu0,B00140UG9E,B00140UG9E,gaode
199,广州健安医院,广东省,广州市,增城区,广深大道中36-44号,020-82608206,113.618705,23.121641,ChIJ6d_kxa-MAzQR0BL4UoybTnA,B00140HFDO,B00140HFDO,gaode
200,广州江南医院,广东省,广州市,海珠区,南敦和路3号,020-84286688;020-84452095,113.312558,23.091542,ChIJEY3jmYpVAjQRl3yu6-505Hc,B00140AFKH,B00140AFKH,gaode
201,广州军区机关医院,广东省,广州市,越秀区,达道西路7号,020-87678799;020-37873129,113.300887,23.117198,ChIJB1eabzj_AjQRFJF_v2fjJXE,B00141SV8L,B00141SV8L,gaode
202,广州军区体育医院,广东省,广州市,天河区,广州大道中1268广州体育学院,020-38024310;020-38024321,113.320787,23.143717,,B00140USAC,B00140USAC,gaode
203,广州美莱美容医院,广东省,广州市,天河区,林和西横路222号,4006859999,113.32236,23.145452,ChIJ6XR1MgX5AjQRGAuTxAephJc,B0FFF9S0L4,B0FFF9S0L4,gaode
204,广州南粤医院,广东省,广州市,番禺区,市桥环城中路85号(星海公园斜对面),020-84888555;020-84888565,113.367216,22.939827,ChIJya3VAttSAjQRPtGYbcAx9Ms,B0FFFCLTRJ,B0FFFCLTRJ,gaode
205,广州女子医院,广东省,广州市,荔湾区,陆居路42号,020-81891166;020-81579990,113.236774,23.099233,ChIJfQ9EidRXAjQR03-ZM3K90yk,B00140MGYK,B00140MGYK,gaode
206,广州圣贝口腔,广东省,广州市,越秀区,广州大道中611号(索菲特大酒店正对面),020-37590555;020-87320999,113.314461,23.13834,ChIJpdHLpOH-AjQRDC8cFrOPdFU,B0FFF3UZ6O,B0FFF3UZ6O,gaode
207,广州圣亚泌尿外科医院,广东省,广州市,越秀区,广州大道中601号,020-28296666;020-28292333,113.314586,23.137713,ChIJNduyyOH-AjQRnXhqY1z3JYk,B00140UW9E,B00140UW9E,gaode
208,广州现代医院,广东省,广州市,天河区,濂泉路42号,020-22221111,113.308579,23.156888,ChIJ-zIeQcf-AjQRkhDwdjMVzDA,B00140CAZL,B00140CAZL,gaode
209,广州新世纪白癜风防治研究院,广东省,广州市,白云区,三元里大道896号(永腾商务大厦对面),020-86301999;4008766020,113.250533,23.175279,ChIJw0HR73H5AjQRFuZUNGX7AXQ,B00141J15L,B00141J15L,gaode
210,广州伊丽莎白妇产医院,广东省,广州市,荔湾区,康王中路484号,020-81329999;020-31029661,113.247518,23.120993,ChIJSTfoWoz4AjQRIZwtDzx6Bqs,B00140WBPA,B00140WBPA,gaode
211,广州益寿医院,广东省,广州市,白云区,三元里棠下益寿路68号(近地铁三元里站),020-22356666,113.249028,23.171126,ChIJg6wg6nL5AjQRG8qUyNXZ-GM,B0FFFAJHIJ,B0FFFAJHIJ,gaode
212,广州银翔医院,广东省,广州市,越秀区,环市东路475号,020-28101166;020-37655536;020-87667869;020-87669359,113.301378,23.134808,ChIJESY7LyH_AjQRP5J-NTiLZ0M,B0FFF81124,B0FFF81124,gaode
213,广州远东美容医院,广东省,广州市,白云区,广州市白云区远景路54号,+86 20 2609 7676,113.257823,23.172761,ChIJgbNc-mv5AjQROQbAfajYYQY,,ChIJgbNc-mv5AjQROQbAfajYYQY,google
214,广州粤海医院,广东省,广州市,白云区,石井海军陆战学院旁,020-28046126;020-22357222,113.239988,23.20888,ChIJ3Rhrscz7AjQRuBfA1h0Tbmo,B00141K637,B00141K637,gaode
215,广州长安医院,广东省,广州市,天河区,天河路502-2号,020-22222222;4006684220,113.336039,23.132695,ChIJ9fOKs6r_AjQRJly1TeOiyes,B0014033E5,B0014033E5,gaode
216,广州长泰门诊部,广东省,广州市,天河区,广州市天河区长兴路,,113.35184,23.168281,ChIJdWInZnH-AjQRBKn6KXvcZC8,,ChIJdWInZnH-AjQRBKn6KXvcZC8,google
217,广州长泰医疗健康超市门诊部,广东省,广州市,天河区,广州市天河区中山大道中1003号,+86 20 6100 2222,113.414447,23.119427,ChIJz67q50wAAzQRbb07sWPjBiA,,ChIJz67q50wAAzQRbb07sWPjBiA,google
218,贵阳博爱医院,贵州省,贵阳市,云岩区,枣山路120号,0851-88100999;0851-88101827,106.697397,26.585363,ChIJ-dXUm7dnvzYRsWzK0J9hNUo,B03530031B,B03530031B,gaode
219,贵阳东大肛肠医院,贵州省,贵阳市,南明区,解放路172号(陈家坡十字路口),0851-85566752;0851-96800,106.718831,26.561108,ChIJnTsnvfxnvzYR9hHQdxG-egk,B0FFF5PFXX,B0FFF5PFXX,gaode
220,贵阳和美妇产医院,贵州省,贵阳市,南明区,四方河路10号(山水黔城斜对面),0851-88332065;0851-88332003;4001887886,106.693067,26.530663,ChIJ_1aLiWxdvzYRddTeoKhKslY,B03530OYM9,B03530OYM9,gaode
221,贵阳和谐阳光医院,贵州省,贵阳市,云岩区,三桥南路42号,0851-84822111;18585865184,106.667719,26.58143,ChIJHZIhMgxnvzYRHJyr427iwcw,B035301EYM,B035301EYM,gaode
222,贵阳丽都医疗美容医院,贵州省,贵阳市,南明区,沙冲南路226号卧龙山庄1-2层,0851-83712666,106.69433,26.529976,ChIJZwmqfmtdvzYR_Z2PpLCa96U,B0FFF3KASF,B0FFF3KASF,gaode
223,贵阳马王庙医院,贵州省,贵阳市,乌当区,贵阳市乌当区马王街,,106.65318,26.583273,ChIJlT0f-hVnvzYRwa86s7is5zY,,ChIJlT0f-hVnvzYRwa86s7is5zY,google
224,贵阳现代女子医院,贵州省,贵阳市,云岩区,瑞金北路1号(紫林庵新华书店旁),0851-88133999;4001010373;13618585985,106.704687,26.582901,ChIJ4dEKHMZnvzYRj-ooC8UUnRg,B035301VJS,B035301VJS,gaode
225,贵阳长江医院,贵州省,贵阳市,云岩区,中华中路137号,0851-85814266;0851-85840000,106.711585,26.582736,ChIJmzqKVcVnvzYRflcuII5hwiQ,B035301HJW,B035301HJW,gaode
226,贵州退休医师医院,贵州省,贵阳市,南明区,兴关路48号,0851-85563366;0851-85568900;18786007151,106.713203,26.564304,ChIJbQK6muVnvzYRF5vLu-D96JU,B035301L32,B035301L32,gaode
227,桂林阳光医疗,广西壮族自治区,桂林市,七星区,穿山路七号,0773-5855777,110.305099,25.273206,ChIJDRJvkcH1pDYRsDnO0HdIA54,B03050VG22,B03050VG22,gaode
228,哈尔滨和美妇产医院,黑龙江省,哈尔滨市,南岗区,赣水路13号(福顺天天大酒店对面),0451-87256888;0451-88895888,126.671955,45.743272,ChIJWz70uLF_RF4Ri1uxvZ8YESA,B01C30KBED,B01C30KBED,gaode
229,哈尔滨欧亚男科医院,黑龙江省,哈尔滨市,南岗区,南通大街133号,0451-86134299;0451-86138888,126.671526,45.777845,ChIJjU-P4AaARF4R4_yiGkZ0v08,B01C30J7OJ,B01C30J7OJ,gaode
230,哈尔滨市生殖保健中心,黑龙江省,哈尔滨市,南岗区,宣化街207-211号(近第二职业中学),0451-55511928;0451-88760066,126.668373,45.756883,ChIJP_-P0cF_RF4RpFlKpM8SJCs,B01C305FVD,B01C305FVD,gaode
231,哈尔滨维多利亚妇产医院,黑龙江省,哈尔滨市,道里区,新阳路38-2号,0451-58931388;0451-58931377;13206650958,126.617469,45.761165,ChIJJ6PEm3qAQ14RrxWMukOlNUU,B01C30JLP1,B01C30JLP1,gaode
232,哈尔滨武警黄金医院,黑龙江省,哈尔滨市,南岗区,保健副路3号,0451-51981001,126.637151,45.703769,ChIJEaWChB-CQ14R2dMDq0YnaWQ,B01C319B4S,B01C319B4S,gaode
233,哈尔滨协和不孕不育医院,黑龙江省,哈尔滨市,南岗区,一曼街177号(近市国土资源局),0451-88119979;0451-88115555,126.645645,45.76705,ChIJ63PJ3PV_RF4RW8NXtiOZGZk,B01C30J8TU,B01C30J8TU,gaode
234,哈密红十字会医院,新疆维吾尔自治区,哈密地区,哈密市,阿牙路75号,0902-2258415,93.524133,42.823674,ChIJEciTbWzC5TcR_F-2fA8f95Y,B038600836,B038600836,gaode
235,海门瑞金医院,江苏省,南通市,海门市,叠石桥现代大道999号,0513-81233111;0513-83655137,121.085958,31.968071,ChIJO5Mw6PuPsTURDrq2IAPIUgI,B02010U4AW,B02010U4AW,gaode
236,杭集镇卫生院镇北分院,江苏省,扬州市,邗江区,扬州市邗江区宁通高速公路杭集段北侧,,119.539174,32.388117,ChIJD9ntpGaPtjURdFD-Yq67HPo,,ChIJD9ntpGaPtjURdFD-Yq67HPo,google
237,杭州阿波罗男子医院,浙江省,杭州市,下城区,体育场路58号,0571-85093333,120.182318,30.270665,ChIJU7-jeaKdTDQRiQI2273fUN4,B023B02YMI,B023B02YMI,gaode
238,杭州艾玛妇产医院,浙江省,杭州市,西湖区,古墩路666号,0571-56818009;0571-56868009;0571-56868888,120.097222,30.308482,ChIJe8FhH8djSzQRl8GGN89Wlcw,B023B0BE1D,B023B0BE1D,gaode
239,杭州博爱医院,浙江省,杭州市,拱墅区,湖墅南路138号,0571-88845888,120.154843,30.279913,ChIJzdt9U3diSzQRq7z4qGRYVJE,B023B03A0R,B023B03A0R,gaode
240,杭州富阳中山门诊部,浙江省,杭州市,富阳区,孙权路128号(大润发超市对面),0571-63135588,119.940506,30.053581,ChIJnS7gbe2cSzQRRxC_AdgCxV8,B023B05YIL,B023B05YIL,gaode
241,杭州肛泰肛肠医院,浙江省,杭州市,下城区,绍兴路400弄3号,0571-88300000;4008261188,120.166141,30.302729,ChIJoc9wjOidTDQRJND72ojZbS0,B023B0901R,B023B0901R,gaode
242,杭州格莱美医疗美容医院,浙江省,杭州市,下城区,体育场路335号,0571-28266666;0571-28981931,120.161141,30.270061,ChIJ9QKvSYCdTDQRc8QpEGxK4EQ,B023B169HS,B023B169HS,gaode
243,杭州广仁医院,浙江省,杭州市,江干区,新塘路327号,0571-86993939;0571-86786666;4006396999,120.20785,30.281032,ChIJedA8WDScTDQRKxan4_ZTU14,B023B061MK,B023B061MK,gaode
244,杭州和睦医院,浙江省,杭州市,拱墅区,莫干山路642号,0571-88181000;0571-88180666,120.121624,30.309398,ChIJzaZiLTBiSzQR35SE-ReIVss,B023B0234C,B023B0234C,gaode
245,杭州红房子妇产医院,浙江省,杭州市,下城区,体育场路286号,0571-28189999;0571-28179219,120.168068,30.27033,ChIJe8z5A4OdTDQRrFMp-sNLI1M,B023B0BIO1,B023B0BIO1,gaode
246,杭州虹桥医院,浙江省,杭州市,上城区,清泰街2号,0571-87828888;0571-87292626,120.18396,30.247645,ChIJm-FtYhOdTDQRe2toDTCWD_4,B023B02UCI,B023B02UCI,gaode
247,杭州建国医院,浙江省,杭州市,下城区,杭州市下城区建国北路149号,+86 571 8729 1999,120.180501,30.262718,ChIJwwPAanWdTDQRLcwnrNV1xRs,,ChIJwwPAanWdTDQRLcwnrNV1xRs,google
248,杭州江北新东方医院,浙江省,杭州市,萧山区,萧绍路999号萧山东方医院内,0571-82757599,120.277467,30.164752,,B023B14LJF,B023B14LJF,gaode
249,杭州玛莉亚妇女医院,浙江省,杭州市,上城区,秋涛路300号,0571-86521200;4008833120,120.193118,30.238261,ChIJzYk8SD2dTDQRPTGzAnprzQs,B023B08TGI,B023B08TGI,gaode
250,杭州强生泌尿外科医院,浙江省,杭州市,下城区,环城北路90号(近公交总公司),0571-85098899;0571-88043007;4006728383,120.180736,30.275385,ChIJ16n-kpedTDQRmdfaR1qvxr0,B023B0491T,B023B0491T,gaode
251,杭州仁德妇产医院,浙江省,杭州市,拱墅区,大关路303号,0571-88285555,120.15482,30.311499,ChIJSVgd3QFiSzQR0WDwYWa6hI8,B023B09X74,B023B09X74,gaode
252,杭州瑞丽医疗美容医院,浙江省,杭州市,下城区,中山北路290号浙江民航大厦1-4层,0571-85181111,120.169024,30.264951,ChIJFziWOHidTDQRo3qN-vMcwbc,B023B1DORM,B023B1DORM,gaode
253,杭州天目山妇产医院,浙江省,杭州市,西湖区,古墩路6号,0571-85129999;0571-85028055,120.103014,30.264361,ChIJnep8ORhjSzQR6TTEryWKhTg,B023B0A6EG,B023B0A6EG,gaode
254,杭州同济医院,浙江省,杭州市,西湖区,黄姑山路24号(近颐高旗舰广场),0571-88925222;0571-88219148;0571-88218888,120.134567,30.275576,ChIJlw8v9V9iSzQR0V529Esczjs,B023B06N03,B023B06N03,gaode
255,杭州萧山九龙男科医院,浙江省,杭州市,萧山区,育才路962号(汇宇花园旁),0571-82659999;4000913120,120.280279,30.148824,ChIJZ0CHCVyETDQRADwO5_wftvA,B023B0A418,B023B0A418,gaode
256,杭州萧山萧然女子医院,浙江省,杭州市,萧山区,江寺路63号,0571-22855227;0571-22811111,120.272291,30.163006,ChIJ7VMKjoyETDQRWd0fs6FymnI,B023B1BENX,B023B1BENX,gaode
